"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CM","Chum","CM_28","Middle Skeena",1998,400,1.08141221374046,432.564885496183,1.77596172935913,768.218682105837,1.5,1152.32802315876,30.3292637555467,0.0219414661566057,1182.6572869143,229.952611101221,0.166357399070652,1382.28063425998,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1999,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",2000,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",2001,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",2002,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",2003,1755,1.08141221374046,1897.8784351145,1.77596172935913,3370.55946773936,1,3370.55946773936,242.994950654762,0.0581897740399442,3613.55441839412,805.345227954404,0.19285527008911,4175.90469569376,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",2004,1950,1.08141221374046,2108.75381679389,1.77596172935913,3745.06607526596,1,3745.06607526596,382.926685759841,0.0802316322906168,4127.9927610258,1027.69841708283,0.215325608194231,4772.76449234879,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",2005,1862,1.08141221374046,2013.58954198473,1.77596172935913,3576.05796520267,1,3576.05796520267,14.5109621644571,0.00351287037952525,3590.56892736713,554.741237931649,0.134293924892483,4130.79920313432,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",2006,685,1.08141221374046,740.767366412214,1.77596172935913,1315.57449310625,1,1315.57449310625,232.088183130106,0.142061681709251,1547.66267623635,318.139681875199,0.194733991261851,1633.71417498145,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",2007,354,1.08141221374046,382.819923664122,1.77596172935913,679.873533663666,1,679.873533663666,57.1565931103422,0.067320116119435,737.030126774008,169.15342001744,0.199232096559533,849.026953681106,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",2008,150,1.08141221374046,162.211832061069,1.77596172935913,288.082005789689,1,288.082005789689,32.0618187278001,0.0907739683650996,320.143824517489,65.1229857431816,0.184377308657375,353.204991532871,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",2009,829,1.08141221374046,896.49072519084,1.77596172935913,1592.13321866435,1,1592.13321866435,10.9272806264619,0.00596836279349762,1603.06049929081,238.734140532862,0.130394012069526,1830.86735919721,1.5,4.62358380686832,2.81537598324502
